album;song_title;section;lyric_bait;meaning_bait;source
Views;Still Here;Chorus;"Me and all my niggas doin' well, doin' well, dog
You not from the city, I could tell, I could tell, dog
Did it, did it, did it by myself, by myself, dog
Blew up and I'm in the city still, I'm still here, dog";Drake menegaskan bahwa ia dan teman-temannya sukses tanpa bantuan siapa pun, dan meskipun telah terkenal, ia tetap setia pada kotanya dan tetap hadir di tempat asalnya.;genius.com
Views;Still Here;Verse 1;"How did I finesse all of this shit from Jane and Weston?
Girls all in my bed and they don't trip off first impressions
Girls all in your bed and they just ask a hundred questions
I can't fuck with you no more cause you be actin' extra
Do your favorite rapper like my son, like my son though
Nothing mutual about my funds, 'bout my funds though
All you niggas fightin' over crumbs, where the bread at?
How they feel about you where you're from, where yo bed at?
I don't need no pill to speak my mind, I don't need that
I make people pay me for my time, yeah, I need that
And I see your girl like all the time, all the time though
I can't tell you if she's yours or mine but I do know";Drake merefleksikan kesuksesannya yang ia capai dari lingkungan sederhana (Jane and Weston), membandingkan gaya hidupnya dengan orang lain yang masih terjebak dalam drama dan pencapaian kecil, sekaligus menyiratkan bahwa ia lebih unggul baik secara finansial maupun dalam hubungan pribadi.;genius.com
Views;Still Here;Chorus;"Me and all my niggas doin' well, doin' well, dog
You not from the city, I could tell, I could tell, dog
Did it, did it, did it by myself, by myself, dog
Blew up and I'm in the city still, I'm still here, dog";Drake menyatakan bahwa dia dan rekan-rekannya sukses, menegaskan keasliannya sebagai seseorang yang berasal dari kota tempat ia dibesarkan (Toronto), dan menekankan bahwa ia mencapai semua itu secara mandiri tanpa bantuan besar dari orang lain.;genius.com
Views;Still Here;Verse 2;"Oh, and I'm back, dog
Oh, you just went and turned your back, dog
I thought that we were family
You showed me that we can't be
I gotta talk to God even though He isn't near me
Based on what I got, it's hard to think that He don't hear me
Hitting like that 30 on my jersey, man, I'm gifted
Whole lot of sixes, but I'm still like
Hallelujah, Hallelujah, Hallelujah
Six-point star, Lion of the Judah
All my niggas ain't off rockin' Gucci
One do it, then we all gotta do it
Got the key, now the door's open, and we all goin' through it
Whole city at your head for the boy
I ain't even gotta call no one for it";Drake mengungkapkan kekecewaannya terhadap pengkhianatan seseorang yang dulu ia anggap seperti keluarga, namun ia tetap merasa diberkati dan dipandu oleh keyakinan spiritualnya, menekankan kesetiakawanan kelompoknya dan pengaruh kuat yang ia miliki di kotanya.;genius.com
Views;Still Here;Chorus;"Me and all my niggas doin' well, doin' well, dog
You not from the city, I could tell, I could tell, dog
Did it, did it, did it by myself, by myself, dog
Blew up and I'm in the city still, I'm still—";Drake menegaskan bahwa ia dan orang-orang terdekatnya sedang menikmati kesuksesan, menyoroti bahwa ia meraih semuanya dengan usahanya sendiri dan tetap setia pada kotanya, meski kini berada di puncak karier.;genius.com
Views;Still Here;Outro;Wow, all praise to the most high up...;Drake menyatakan rasa syukurnya kepada Tuhan atas pencapaian dan kesuksesannya, menunjukkan bahwa meski berada di puncak, ia tetap mengakui adanya kekuatan yang lebih tinggi.;genius.com
Views;Controlla;Verse 1: Drake;"Right, my yiy just changed
You just buzzed the front gate
I thank God you came
How many more days could I wait?
I made plans with you
And I won't let 'em fall through
I, I, I, I, I";Drake mengungkapkan rasa syukurnya atas kehadiran seseorang yang ia cintai, menegaskan bahwa ia telah menantikan momen itu dan tidak ingin menyia-nyiakan kesempatan yang sudah direncanakan bersama.;genius.com
Views;Controlla;Chorus: Drake;"I think I'd lie for you
I think I'd die for you
Jodeci ""Cry for You""
Do things when you want me to
Like controlla, controlla, yeah
Like controlla, controlla, yeah";Drake mengekspresikan pengabdian emosional yang mendalam kepada pasangannya, bahkan sampai rela berbohong atau mati demi cinta tersebut, sambil menyamakan intensitas perasaannya dengan lagu emosional 'Cry for You' dari Jodeci, dan menyebut dirinya sebagai 'controlla'—seseorang yang rela mengikuti kemauan pasangannya.;genius.com
Views;Controlla;Verse 2: Drake;"Okay, you like it, when I get
Aggressive, tell you to
Go slower, go faster
Like controlla, controlla, yeah
Like controlla, controlla, yeah";Drake menggambarkan dinamika seksual yang intim di mana ia mengambil peran dominan (‘controlla’) dan pasangannya menikmati ketika ia mengatur ritme serta suasana interaksi mereka.;genius.com
Views;Controlla;Bridge: Drake;"And I’m never on a waste ting, shawty
I do it how you say you want it
Them girls, they just wanna take my money
They don't want me to give you nothing
They don't want you to have nothing
They don't wanna see me find your lovin'
They don't wanna see me
Smiling back when they pree";Drake menyatakan bahwa ia tulus dalam hubungannya dan mengikuti keinginan pasangannya, namun ada perempuan lain yang hanya mengincar uangnya dan tidak senang melihatnya bahagia dengan cinta sejatinya.;genius.com
Views;Controlla;Chorus: Drake;"Knowing I'd lie for you
Thinking I'd die for you
Jodeci ""Cry for You""
Do things when you want me to
Like controlla, controlla, yeah
Like controlla, controlla, yeah";"Drake mengungkapkan betapa dalam dan setianya cintanya; ia rela berbohong atau bahkan mati demi pasangannya, dan bersedia memenuhi keinginan kekasihnya seperti seorang 'controlla' (pengendali), yang mencerminkan dinamika kekuasaan dan pengabdian dalam hubungan mereka.";genius.com
Views;Controlla;Break: Beenie Man;"Gyal a tear off mi garments
And a bawl fi come inna mi apartment (Woi!)
Di gyal dem want di length and strength
Action speak louder than argument well";"Drake mengungkapkan betapa dalam dan setianya cintanya; ia rela berbohong atau bahkan mati demi pasangannya, dan bersedia memenuhi keinginan kekasihnya seperti seorang 'controlla' (pengendali), yang mencerminkan dinamika kekuasaan dan pengabdian dalam hubungan mereka.";genius.com
Views;Controlla;Verse 3: Drake;"But you can't just diss and come tell man sorry
You can't listen to me talk and go tell my story, nah
It don't work like that when you love somebody
My old flex is my new flex now and we're workin' on it, yeah
And that's why I need
All the energy that you bring to me
My last girl would tear me apart
But she'd never wanna split a ting with me";"Drake menekankan pentingnya rasa hormat dan kepercayaan dalam hubungan, menyindir bahwa seseorang tidak bisa menyakitinya lalu minta maaf seolah semuanya baik-baik saja; ia juga membandingkan hubungan lamanya yang tidak seimbang dengan hubungan barunya yang sedang mereka perbaiki bersama.";genius.com
Views;Controlla;Chorus: Drake;"But when it comes to you, you
I think I'd lie for you
I think I'd die for you
Do things when you want me to
Like controlla, controlla, yeah
Like controlla, controlla, yeah";Drake mengungkapkan kesetiaan dan pengorbanan yang ekstrem dalam hubungan cintanya—ia rela berbohong atau bahkan mati demi pasangannya, sambil mengakui bahwa ia tunduk pada keinginannya, layaknya dikendalikan ('controlla').;genius.com
Views;Controlla;Bridge: Drake;"And I’m never on a waste ting shawty
I do it how you say you want it
Them girls, they just wanna take my money
They don't want me to give you nothing
They don't want you to have nothing
They don't wanna see me find your lovin'
They don't wanna see me
Smiling back when they pree (Jheeze!)";Drake menegaskan bahwa ia serius dan tulus dalam hubungannya, sementara perempuan lain hanya tertarik pada uangnya dan mencoba merusak hubungan itu karena tidak ingin melihatnya bahagia atau jatuh cinta.;genius.com
Views;Controlla;Outro: Beenie Man;"Music a drop!
Gyal a whine up dem bumpa
Dis is di summa summa controlla
Drake from Canada, Beenie Man from Jamaica
Dah one yah a murda—Zagga!";Bait ini menampilkan kolaborasi budaya antara Kanada dan Jamaika, dengan Beenie Man membawa nuansa dancehall otentik. Drake merayakan suasana musim panas yang penuh energi, musik, dan tarian wanita, menciptakan suasana pesta tropis yang hangat dan meriah.;genius.com
Views;One Dance (Ft. Kyla & Wizkid);Intro: Kyla;Baby, I like your style;Kalimat ini merupakan pujian sederhana dan langsung dari Drake kepada seseorang yang ia kagumi, sebagai pembuka yang menggambarkan ketertarikan dan kekagumannya terhadap gaya atau aura orang tersebut.;genius.com
Views;One Dance (Ft. Kyla & Wizkid);Verse 1: Drake;"Grips on your waist, front way, back way
You know that I don't play
Streets not safe but I never run away
Even when I'm away
Oti, oti
There's never much love when we go OT
I pray to make it back in one piece
I pray, I pray";Bait ini menggambarkan kedekatan fisik dan emosional antara Drake dan pasangannya, disertai dengan pengakuan bahwa hidup di jalanan penuh bahaya, apalagi saat ia harus bepergian jauh ('OT' = out of town), sehingga ia berdoa agar bisa kembali dengan selamat.;genius.com
Views;One Dance (Ft. Kyla & Wizkid);Chorus: Drake;"That's why I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me";Drake mengungkapkan kebutuhan akan momen pelarian emosional—melalui tarian dan alkohol—sebelum harus menghadapi kenyataan atau kekuatan hidup yang terasa di luar kendalinya, menggambarkan kerentanan dan keinginannya untuk merasakan keintiman atau kenyamanan satu kali lagi.;genius.com
Views;One Dance (Ft. Kyla & Wizkid);Verse 2: Drake;"Strength and guidance
All that I'm wishing for my friends
Nobody makes it from my ends
I had to bust up the silence
You know you gotta stick by me
Soon as you see the text, reply me
I don't wanna spend time fighting
We've got no time";"Drake mengungkapkan bahwa ia menginginkan kekuatan dan bimbingan, tidak hanya untuk dirinya sendiri tetapi juga untuk teman-temannya, karena ia berasal dari lingkungan yang keras di mana sedikit orang berhasil; ia juga menunjukkan pentingnya komunikasi dan menghindari konflik dalam hubungan karena waktu terlalu berharga untuk dihabiskan dengan pertengkaran.";genius.com
Views;One Dance (Ft. Kyla & Wizkid);Chorus: Drake;"And that's why I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me";Drake mengungkapkan keinginan mendalam untuk merasakan satu momen kebahagiaan atau pelarian sebelum ia harus menghadapi kenyataan hidup yang berat, dengan simbol Hennessy dan tarian sebagai bentuk pelampiasan atau pelarian dari tekanan emosional dan spiritual yang ia rasakan.;genius.com
